"Product","Orientation","Size","Paper","Print Colour","Quantity","Compulsory","Hole Punch","VDP","WMPrice","EMPrice"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4000","Round Cornering","Not Required","Variable Data Printing (Front)","3364.00","3604.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4000","Round Cornering","Hole Punching (6mm)","Not Required","3334.00","3574.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","3764.00","4004.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4500","Round Cornering","Not Required","Not Required","3297.00","3567.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4500","Round Cornering","Not Required","Variable Data Printing (Front)","3777.00","4047.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4500","Round Cornering","Hole Punching (6mm)","Not Required","3747.00","4017.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","4500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","4227.00","4497.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","5000","Round Cornering","Not Required","Not Required","3659.00","3959.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","5000","Round Cornering","Not Required","Variable Data Printing (Front)","4189.00","4489.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","5000","Round Cornering","Hole Punching (6mm)","Not Required","4159.00","4459.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Front)","5000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","4689.00","4989.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Not Required","Not Required","57.00","67.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Not Required","Variable Data Printing (Front)","89.00","99.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Not Required","Variable Data Printing (Back)","89.00","99.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Not Required","Variable Data Printing (Both)","91.00","101.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Hole Punching (6mm)","Not Required","59.00","69.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","91.00","101.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","91.00","101.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","20","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","93.00","103.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Not Required","Not Required","73.00","83.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Not Required","Variable Data Printing (Front)","107.00","117.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Not Required","Variable Data Printing (Back)","107.00","117.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Not Required","Variable Data Printing (Both)","111.00","121.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Hole Punching (6mm)","Not Required","77.00","87.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","111.00","121.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","111.00","121.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","40","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","115.00","125.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Not Required","Not Required","90.00","100.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Not Required","Variable Data Printing (Front)","126.00","136.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Not Required","Variable Data Printing (Back)","126.00","136.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Not Required","Variable Data Printing (Both)","132.00","142.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Hole Punching (6mm)","Not Required","96.00","106.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","132.00","142.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","132.00","142.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","60","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","138.00","148.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Not Required","Not Required","105.00","115.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Not Required","Variable Data Printing (Front)","143.00","153.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Not Required","Variable Data Printing (Back)","143.00","153.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Not Required","Variable Data Printing (Both)","151.00","161.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Hole Punching (6mm)","Not Required","113.00","123.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","151.00","161.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","151.00","161.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","80","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","159.00","169.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Not Required","Not Required","119.00","129.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Not Required","Variable Data Printing (Front)","159.00","169.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Not Required","Variable Data Printing (Back)","159.00","169.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Not Required","Variable Data Printing (Both)","169.00","179.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Hole Punching (6mm)","Not Required","129.00","139.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","169.00","179.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","169.00","179.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","100","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","179.00","189.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Not Required","Not Required","196.00","216.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Not Required","Variable Data Printing (Front)","246.00","266.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Not Required","Variable Data Printing (Back)","246.00","266.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Not Required","Variable Data Printing (Both)","266.00","286.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Hole Punching (6mm)","Not Required","216.00","236.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","266.00","286.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","266.00","286.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","200","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","286.00","306.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Not Required","Not Required","273.00","293.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Not Required","Variable Data Printing (Front)","333.00","353.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Not Required","Variable Data Printing (Back)","333.00","353.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Not Required","Variable Data Printing (Both)","363.00","383.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Hole Punching (6mm)","Not Required","303.00","323.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","363.00","383.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","363.00","383.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","300","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","393.00","413.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Not Required","Not Required","350.00","380.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Not Required","Variable Data Printing (Front)","420.00","450.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Not Required","Variable Data Printing (Back)","420.00","450.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Not Required","Variable Data Printing (Both)","460.00","490.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Hole Punching (6mm)","Not Required","390.00","420.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","460.00","490.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","460.00","490.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","400","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","500.00","530.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Not Required","Not Required","416.00","446.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Not Required","Variable Data Printing (Front)","496.00","526.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Not Required","Variable Data Printing (Back)","496.00","526.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Not Required","Variable Data Printing (Both)","546.00","576.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Hole Punching (6mm)","Not Required","466.00","496.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","546.00","576.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","546.00","576.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","596.00","626.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Not Required","Not Required","494.00","534.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Not Required","Variable Data Printing (Front)","584.00","624.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Not Required","Variable Data Printing (Back)","584.00","624.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Not Required","Variable Data Printing (Both)","644.00","684.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Hole Punching (6mm)","Not Required","554.00","594.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","644.00","684.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","644.00","684.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","600","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","704.00","744.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Not Required","Not Required","572.00","622.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Not Required","Variable Data Printing (Front)","672.00","722.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Not Required","Variable Data Printing (Back)","672.00","722.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Not Required","Variable Data Printing (Both)","742.00","792.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Hole Punching (6mm)","Not Required","642.00","692.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","742.00","792.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","742.00","792.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","700","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","812.00","862.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Not Required","Not Required","648.00","698.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Not Required","Variable Data Printing (Front)","758.00","808.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Not Required","Variable Data Printing (Back)","758.00","808.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Not Required","Variable Data Printing (Both)","838.00","888.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Hole Punching (6mm)","Not Required","728.00","778.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","838.00","888.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","838.00","888.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","800","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","918.00","968.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Not Required","Not Required","715.00","775.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Not Required","Variable Data Printing (Front)","835.00","895.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Not Required","Variable Data Printing (Back)","835.00","895.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Not Required","Variable Data Printing (Both)","925.00","985.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Hole Punching (6mm)","Not Required","805.00","865.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","925.00","985.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","925.00","985.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","900","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","1015.00","1075.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Not Required","Not Required","766.00","826.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Not Required","Variable Data Printing (Front)","896.00","956.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Not Required","Variable Data Printing (Back)","896.00","956.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Not Required","Variable Data Printing (Both)","996.00","1056.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Hole Punching (6mm)","Not Required","866.00","926.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","996.00","1056.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","996.00","1056.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","1096.00","1156.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Not Required","Not Required","1131.00","1221.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Not Required","Variable Data Printing (Front)","1311.00","1401.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Not Required","Variable Data Printing (Back)","1311.00","1401.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Not Required","Variable Data Printing (Both)","1461.00","1551.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Hole Punching (6mm)","Not Required","1281.00","1371.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","1461.00","1551.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","1461.00","1551.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","1500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","1611.00","1701.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Not Required","Not Required","1495.00","1625.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Not Required","Variable Data Printing (Front)","1725.00","1855.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Not Required","Variable Data Printing (Back)","1725.00","1855.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Not Required","Variable Data Printing (Both)","1925.00","2055.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Hole Punching (6mm)","Not Required","1695.00","1825.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","1925.00","2055.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","1925.00","2055.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","2125.00","2255.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Not Required","Not Required","1858.00","2018.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Not Required","Variable Data Printing (Front)","2138.00","2298.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Not Required","Variable Data Printing (Back)","2138.00","2298.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Not Required","Variable Data Printing (Both)","2388.00","2548.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Hole Punching (6mm)","Not Required","2108.00","2268.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","2388.00","2548.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","2388.00","2548.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","2500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","2638.00","2798.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Not Required","Not Required","2208.00","2388.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Not Required","Variable Data Printing (Front)","2538.00","2718.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Not Required","Variable Data Printing (Back)","2538.00","2718.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Not Required","Variable Data Printing (Both)","2838.00","3018.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Hole Punching (6mm)","Not Required","2508.00","2688.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","2838.00","3018.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","2838.00","3018.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","3138.00","3318.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Not Required","Not Required","2571.00","2781.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Not Required","Variable Data Printing (Front)","2951.00","3161.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Not Required","Variable Data Printing (Back)","2951.00","3161.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Not Required","Variable Data Printing (Both)","3301.00","3511.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Hole Punching (6mm)","Not Required","2921.00","3131.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","3301.00","3511.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","3301.00","3511.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","3500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","3651.00","3861.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Not Required","Not Required","2934.00","3174.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Not Required","Variable Data Printing (Front)","3364.00","3604.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Not Required","Variable Data Printing (Back)","3364.00","3604.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Not Required","Variable Data Printing (Both)","3764.00","4004.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Hole Punching (6mm)","Not Required","3334.00","3574.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","3764.00","4004.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","3764.00","4004.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","4164.00","4404.00"
